id,question,context,answer
77:29-40_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,انطلقوا إلى ما كنتم به تكذبون. انطلقوا إلى ظل ذي ثلاث شعب. لا ظليل ولا يغني من اللهب. إنها ترمي بشرر كالقصر. كأنه جمالت صفر. ويل يومئذ للمكذبين. هذا يوم لا ينطقون. ولا يؤذن لهم فيعتذرون. ويل يومئذ للمكذبين. هذا يوم الفصل جمعناكم والأولين. فإن كان لكم كيد فكيدون. ويل يومئذ للمكذبين.,جمالت
88:17-26_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,أفلا ينظرون إلى الإبل كيف خلقت. وإلى السماء كيف رفعت. وإلى الجبال كيف نصبت. وإلى الأرض كيف سطحت. فذكر إنما أنت مذكر. لست عليهم بمصيطر. إلا من تولى وكفر. فيعذبه الله العذاب الأكبر. إن إلينا إيابهم. ثم إن علينا حسابهم.,الإبل
91:1-15_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,والشمس وضحاها. والقمر إذا تلاها. والنهار إذا جلاها. والليل إذا يغشاها. والسماء وما بناها. والأرض وما طحاها. ونفس وما سواها. فألهمها فجورها وتقواها. قد أفلح من زكاها. وقد خاب من دساها. كذبت ثمود بطغواها. إذ انبعث أشقاها. فقال لهم رسول الله ناقة الله وسقياها. فكذبوه فعقروها فدمدم عليهم ربهم بذنبهم فسواها. ولا يخاف عقباها.,ناقة
101:1-11_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,القارعة. ما القارعة. وما أدراك ما القارعة. يوم يكون الناس كالفراش المبثوث. وتكون الجبال كالعهن المنفوش. فأما من ثقلت موازينه. فهو في عيشة راضية. وأما من خفت موازينه. فأمه هاوية. وما أدراك ما هيه. نار حامية.,الفراش
105:1-5_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,ألم تر كيف فعل ربك بأصحاب الفيل. ألم يجعل كيدهم في تضليل. وأرسل عليهم طيرا أبابيل. ترميهم بحجارة من سجيل. فجعلهم كعصف مأكول.,الفيل
2:30-33_164,ما المخلوقات التي تسبح الله؟,وإذ قال ربك للملائكة إني جاعل في الأرض خليفة قالوا أتجعل فيها من يفسد فيها ويسفك الدماء ونحن نسبح بحمدك ونقدس لك قال إني أعلم ما لا تعلمون. وعلم آدم الأسماء كلها ثم عرضهم على الملائكة فقال أنبئوني بأسماء هؤلاء إن كنتم صادقين. قالوا سبحانك لا علم لنا إلا ما علمتنا إنك أنت العليم الحكيم. قال يا آدم أنبئهم بأسمائهم فلما أنبأهم بأسمائهم قال ألم أقل لكم إني أعلم غيب السماوات والأرض وأعلم ما تبدون وما كنتم تكتمون.,للملائكة
3:33-41_164,ما المخلوقات التي تسبح الله؟,إن الله اصطفى آدم ونوحا وآل إبراهيم وآل عمران على العالمين. ذرية بعضها من بعض والله سميع عليم. إذ قالت امرأت عمران رب إني نذرت لك ما في بطني محررا فتقبل مني إنك أنت السميع العليم. فلما وضعتها قالت رب إني وضعتها أنثى والله أعلم بما وضعت وليس الذكر كالأنثى وإني سميتها مريم وإني أعيذها بك وذريتها من الشيطان الرجيم. فتقبلها ربها بقبول حسن وأنبتها نباتا حسنا وكفلها زكريا كلما دخل عليها زكريا المحراب وجد عندها رزقا قال يا مريم أنى لك هذا قالت هو من عند الله إن الله يرزق من يشاء بغير حساب. هنالك دعا زكريا ربه قال رب هب لي من لدنك ذرية طيبة إنك سميع الدعاء. فنادته الملائكة وهو قائم يصلي في المحراب أن الله يبشرك بيحيى مصدقا بكلمة من الله وسيدا وحصورا ونبيا من الصالحين. قال رب أنى يكون لي غلام وقد بلغني الكبر وامرأتي عاقر قال كذلك الله يفعل ما يشاء. قال رب اجعل لي آية قال آيتك ألا تكلم الناس ثلاثة أيام إلا رمزا واذكر ربك كثيرا وسبح بالعشي والإبكار.,زكريا
7:142-143_164,ما المخلوقات التي تسبح الله؟,وواعدنا موسى ثلاثين ليلة وأتممناها بعشر فتم ميقات ربه أربعين ليلة وقال موسى لأخيه هارون اخلفني في قومي وأصلح ولا تتبع سبيل المفسدين. ولما جاء موسى لميقاتنا وكلمه ربه قال رب أرني أنظر إليك قال لن تراني ولكن انظر إلى الجبل فإن استقر مكانه فسوف تراني فلما تجلى ربه للجبل جعله دكا وخر موسى صعقا فلما أفاق قال سبحانك تبت إليك وأنا أول المؤمنين.,موسى
7:204-206_164,ما المخلوقات التي تسبح الله؟,وإذا قرئ القرآن فاستمعوا له وأنصتوا لعلكم ترحمون. واذكر ربك في نفسك تضرعا وخيفة ودون الجهر من القول بالغدو والآصال ولا تكن من الغافلين. إن الذين عند ربك لا يستكبرون عن عبادته ويسبحونه وله يسجدون.,الذين عند ربك
10:7-10_164,ما المخلوقات التي تسبح الله؟,إن الذين لا يرجون لقاءنا ورضوا بالحياة الدنيا واطمأنوا بها والذين هم عن آياتنا غافلون. أولئك مأواهم النار بما كانوا يكسبون. إن الذين آمنوا وعملوا الصالحات يهديهم ربهم بإيمانهم تجري من تحتهم الأنهار في جنات النعيم. دعواهم فيها سبحانك اللهم وتحيتهم فيها سلام وآخر دعواهم أن الحمد لله رب العالمين.,الذين آمنوا وعملوا الصالحات
13:12-15_164,ما المخلوقات التي تسبح الله؟,هو الذي يريكم البرق خوفا وطمعا وينشئ السحاب الثقال. ويسبح الرعد بحمده والملائكة من خيفته ويرسل الصواعق فيصيب بها من يشاء وهم يجادلون في الله وهو شديد المحال. له دعوة الحق والذين يدعون من دونه لا يستجيبون لهم بشيء إلا كباسط كفيه إلى الماء ليبلغ فاه وما هو ببالغه وما دعاء الكافرين إلا في ضلال. ولله يسجد من في السماوات والأرض طوعا وكرها وظلالهم بالغدو والآصال.,الرعد
17:40-44_164,ما المخلوقات التي تسبح الله؟,أفأصفاكم ربكم بالبنين واتخذ من الملائكة إناثا إنكم لتقولون قولا عظيما. ولقد صرفنا في هذا القرآن ليذكروا وما يزيدهم إلا نفورا. قل لو كان معه آلهة كما يقولون إذا لابتغوا إلى ذي العرش سبيلا. سبحانه وتعالى عما يقولون علوا كبيرا. تسبح له السماوات السبع والأرض ومن فيهن وإن من شيء إلا يسبح بحمده ولكن لا تفقهون تسبيحهم إنه كان حليما غفورا.,السماوات السبع والأرض ومن فيهن
17:105-111_164,ما المخلوقات التي تسبح الله؟,وبالحق أنزلناه وبالحق نزل وما أرسلناك إلا مبشرا ونذيرا. وقرآنا فرقناه لتقرأه على الناس على مكث ونزلناه تنزيلا. قل آمنوا به أو لا تؤمنوا إن الذين أوتوا العلم من قبله إذا يتلى عليهم يخرون للأذقان سجدا. ويقولون سبحان ربنا إن كان وعد ربنا لمفعولا. ويخرون للأذقان يبكون ويزيدهم خشوعا. قل ادعوا الله أو ادعوا الرحمن أيا ما تدعوا فله الأسماء الحسنى ولا تجهر بصلاتك ولا تخافت بها وابتغ بين ذلك سبيلا. وقل الحمد لله الذي لم يتخذ ولدا ولم يكن له شريك في الملك ولم يكن له ولي من الذل وكبره تكبيرا.,الذين أوتوا العلم من قبله
